,file_name,type,name,label,desc,texPath,Neutroamine,BOR_Tenebrite,ComponentSpacer,BOR_ComponentIII,BOR_QuasarAlloyWeave,BOR_MedicineI,BOR_QuasarAlloy,BOR_Sunweave,BOR_Sunsteel,BOR_MedicineII,BOR_ComponentII,Plasteel,MedicineUltratech,Uranium
83,..\Common\Defs\ThingDefs_Items\Tier1\Drugs\Sunlite.xml,ThingDef,BOR_Sunlite,sunlite,"A refined powdery preparation of the Sunweave-based Chemicals drug. When snorted, it produces a rapid euphoric high, dramatically reduces the user's need for rest, and suppresses pain. Like all forms of Sunweavium , it is addictive, though it is not as addictive as the cruder flake.\n\nBecause of its high cost and refined appearance, many cultures associate yayo with degenerate wealth. Whether in the throneroom or the boardroom, many hare-brained policy schemes have been developed during yayo-fueled binge parties.",BOR/Things/Item/Drugs/Tier1/Happy,0,0,0,0,0,0,0,12,0,0,0,0,0,0
84,..\Common\Defs\ThingDefs_Items\Tier1\Drugs\Trot.xml,ThingDef,BOR_Trot,trot,"A synthetic performance-enhancing drug developed for space marines during the early days of interplanetary warfare. trot blocks pain, increases movement speed, and improves the user's melee and shooting abilities.\n\nThe military chemists who created it were never able to remove its addictiveness. Some saw this as a downside; others saw it as a benefit.",BOR/Things/Item/Drugs/Tier1/Combat,2,0,0,0,0,0,0,0,1,0,0,0,0,0
85,..\Common\Defs\ThingDefs_Items\Tier1\Drugs\WideAWake.xml,ThingDef,BOR_WideAWake,wide-a-wake,"A synthetic stimulant. Wide-a-wake fills the user's need for rest, allowing them to work for extended periods without getting tired. However, taking wide-a-wake runs the risk of developing an addiction.\n\nIn the most competitive universities and companies of many worlds, high-achievers are sometimes called 'wide-a-wakes' because of the association with this drug.",BOR/Things/Item/Drugs/Tier1/Sleep,3,0,0,0,0,0,0,0,1,0,0,0,0,0
86,..\Common\Defs\ThingDefs_Items\Tier1\Resources\FuelRod.xml,ThingDef,BOR_FuelRod,solarite fuel rod,The solarite fuel rod.,BOR/Things/Item/Resource/fuelcell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,..\Common\Defs\ThingDefs_Items\Tier1\Resources\neutronium.xml,ThingDef,BOR_Neutronium,neutronium,"An exotic form of matter composed of neutrons in tight gridlock. While naturally-occuring neutronium maintains this density through its own gravity, one must commit massive quantities of energy in order to form and maintain neutron matter planetside. On its own it is useless to you and dangerous to store, but alongside solar, quasar, and tenebral tech it can be used to transmute elements, synthesize goods, and equip armies. You can form neutronium into virtually anything!",BOR/Things/Item/Resource/neutronium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,..\Common\Defs\ThingDefs_Items\Tier1\Resources\sunsteel.xml,ThingDef,BOR_Sunsteel,sunsteel,"An enhanced form of plasteel, saturated with superheavy nucleic matter. Plasteel's iconic molecular structure keeps these massive atoms from falling apart through the sheer strength of its bonds. Sunsteel is a strong material used to construct solar buildings and craft solar weapons.\n\nThe name ""sunsteel"" is derived from an old myth wherein the founders of the original Solarite Republic were given faulty flight commands by their onboard persona and flew through a star as it underwent supernova. Their hull's plasteel absorbed the star's raw, nuclear material, a combination that shielded these travellers from further harm. Manufacturing more of this new metal granted them an extreme edge over their neighbors, and the Solar Republic was born.",BOR/Things/Item/Resource/sunsteel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,..\Common\Defs\ThingDefs_Items\Tier1\Resources\sunweave.xml,ThingDef,BOR_Sunweave,sunweave,"Nano-fibers woven into sheets molecule-by-molecule using specialized production mechanites. While it flexes freely most of the time, it stiffens to absorb blows as they land, and is incredibly difficult to break. The secrets of its production are known only to the most advanced glitterworld cultures.",BOR/Things/Item/Resource/sunsteeltextile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,..\Common\Defs\ThingDefs_Items\Tier1\Various\medical.xml,ThingDef,BOR_MedicineI,solarite medicine,"A kit of advanced ultra-tech medical supplies, probably manufactured on a distant glitterworld. It contains advanced polymorphic drugs, nanite diagnostic and healing assisters, a mini-imager, and various multi-use tools.",BOR/Things/Item/Resource/medicine/medicine1,5,0,0,0,0,0,0,3,0,0,0,0,1,0
91,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_Autopistol_TI,solar pistol,"An ancient pattern blowback-operated self-loading pistol. It lacks stopping power and range, but is quick to fire.",BOR/Things/Item/Equipment/weaponranged/gen1/pistol,0,0,2,0,0,0,0,0,30,0,0,0,0,0
92,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_Autopistol_TI,solar pistol bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_Shotgun_TI,shotgun solar blast,,Things/Projectile/Bullet_Shotgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_ChainShotgun_TI,solar chain shotgun,"A magazine-fed fully automatic shotgun. It is even shorter-ranged than a typical shotgun, but is extraordinarily dangerous due to burst fire.",BOR/Things/Item/Equipment/weaponranged/gen1/shotgun,0,0,5,0,0,0,0,0,70,0,0,0,0,0
95,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_AssaultRifle_TI,solar assault rifle,"A general-purpose gas-operated assault rifle for field or urban combat. It has good range, decent power, and good accuracy.",BOR/Things/Item/Equipment/weaponranged/gen1/rifle,0,0,7,0,0,0,0,0,60,0,0,0,0,0
96,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_AssaultRifle_TI,assault rifle solar bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_SniperRifle_TI,solar sniper rifle,"An ancient design of precision sniper rifle. Bolt action. It has an exceptionally long range, great accuracy and good power. Because it's so unwieldy, other weapons outclass it at close range.",BOR/Things/Item/Equipment/weaponranged/gen1/sniper,0,0,8,0,0,0,0,0,60,0,0,0,0,0
98,..\Common\Defs\ThingDefs_Items\Tier1\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_SniperRifle_TI,sniper rifle solar bullet,,Things/Projectile/Bullet_Big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_armor.xml,ThingDef,BOR_Quasar_Apparel_FlakVest,quasar flak vest,"A vest with quasar alloy armor plates inserted on the chest and back. While quite effective at deflecting gunshots and stabbing attacks against the chest, it does nothing to protect the limbs.",Things/Pawn/Humanlike/Apparel/FlakVest/FlakVest,0,0,0,0,30,0,60,0,0,0,1,0,0,0
100,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_armor.xml,ThingDef,BOR_Quasar_Apparel_FlakPants,quasar flak pants,"A pair of pants with quasar armor plates sewn in. While it's not as good as solid armor, it offers effective protection against all manner of attacks while remaining quite comfortable.",Things/Pawn/Humanlike/Apparel/FlakPants/FlakPants,0,0,0,0,30,0,0,0,60,0,1,0,0,0
101,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_armor.xml,ThingDef,BOR_Quasar_Apparel_FlakJacket,quasar flak jacket,"A tough quasar alloy fabric jacket with armor plates sewn in. While it's not as good as solid armor, it offers effective protection against all manner of attacks while remaining quite comfortable.",Things/Pawn/Humanlike/Apparel/FlakJacket/FlakJacket,0,0,0,0,50,0,0,0,70,0,1,0,0,0
102,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_armor.xml,ThingDef,BOR_Quasar_Apparel_PowerArmor,quasar marine armor,"A suit of quasar powered armor. Layered quasar alloy-weave plates are very effective at stopping attacks, with few vulnerable joint sections. Neuro-memetic assistors allow a human to wear the armor and still move easily.\n\nArmor like this is often used by rapid-incursion space marines.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_armor.xml,ThingDef,BOR_Quasar_Apparel_ArmorRecon,quasar recon armor,"A suit of light partially-powered quasar armor, designed to permit quick movement. Lightweight quasar alloy-weave plates block attacks without compromising mobility, and neuro-memetic assistors in the lower body allow a human to wear the armor and still move easily.\n\nArmor like this is often used by imperial scout troops and glitterworld police forces.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_headgear.xml,ThingDef,BOR_Quasar_Apparel_PowerArmorHelmet,quasar marine helmet,"A quasar marine armor helmet, with a built-in status computer and layered quasar alloy-weave plates.\n\nArmor like this is often used by rapid-incursion space marines.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,..\Common\Defs\ThingDefs_Items\Tier2\Armor\apparel_headgear.xml,ThingDef,BOR_Quasar_Apparel_ArmorHelmetRecon,quasar recon helmet,A quasar armored helmet with a built-in status computer and a protective quasar alloy-weave plate.\n\nArmor like this is often used by imperial scout troops or glitterworld police forces.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,..\Common\Defs\ThingDefs_Items\Tier2\Drugs\Canter.xml,ThingDef,BOR_Canter,canter,"A synthetic performance-enhancing drug developed for space marines during the early days of interplanetary warfare. canter blocks pain, increases movement speed, and improves the user's melee and shooting abilities.\n\nThe military chemists who created it were never able to remove its addictiveness. Some saw this as a downside; others saw it as a benefit.",BOR/Things/Item/Drugs/Tier2/Combat,2,0,0,0,0,0,1,0,1,0,0,0,0,0
107,..\Common\Defs\ThingDefs_Items\Tier2\Drugs\Castra.xml,ThingDef,BOR_Castra,castra,"A drug for preventing infections before they take hold. Blocks malaria, sleeping sickness, plague. Must be taken every five days to remain effective.\n\nThis drug only prevents new infections. It does not cure existing infections - even those that are not yet discovered.",BOR/Things/Item/Drugs/Tier2/Immune,5,0,0,0,0,0,0,0,0,0,0,0,0,0
108,..\Common\Defs\ThingDefs_Items\Tier2\Drugs\Sleepquitin.xml,ThingDef,BOR_Sleepquitin,sleepquitin,"A synthetic stimulant. sleepquitin fills the user's need for rest, allowing them to work for extended periods without getting tired. However, taking sleepquitin runs the risk of developing an addiction.\n\nIn the most competitive universities and companies of many worlds, high-achievers are sometimes called 'sleepquitins' because of the association with this drug.",BOR/Things/Item/Drugs/Tier2/Sleep,5,0,0,0,0,0,1,0,1,0,0,0,0,0
109,..\Common\Defs\ThingDefs_Items\Tier2\Drugs\Sunlight.xml,ThingDef,BOR_Sunlight,sunlight,"A refined powdery preparation of the Sunweave-based Chemicals drug. When snorted, it produces a rapid euphoric high, dramatically reduces the user's need for rest, and suppresses pain. Like all forms of Sunweavium , it is addictive, though it is not as addictive as the cruder flake.\n\nBecause of its high cost and refined appearance, many cultures associate yayo with degenerate wealth. Whether in the throneroom or the boardroom, many hare-brained policy schemes have been developed during yayo-fueled binge parties.",BOR/Things/Item/Drugs/Tier2/Happy,0,0,0,0,4,0,0,18,0,0,0,0,0,0
110,..\Common\Defs\ThingDefs_Items\Tier2\Resources\quasaralloy.xml,ThingDef,BOR_QuasarAlloy,quasar alloy,Advanced spacer tech structural material. Plasteel is extremely strong due to its unique molecular structure.,BOR/Things/Item/Resource/quasarite,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,..\Common\Defs\ThingDefs_Items\Tier2\Resources\quasaralloy.xml,ThingDef,BOR_ComponentII,kwazaari universal part,"Advanced computing and energy-directing machinery, miniaturized and hardened for the most demanding applications.",BOR/Things/Item/Resource/componentgen2/componentgen2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,..\Common\Defs\ThingDefs_Items\Tier2\Resources\quasaralloyweave.xml,ThingDef,BOR_QuasarAlloyWeave,quasarite weave,"Nano-fibers woven into sheets molecule-by-molecule using specialized production mechanites. While it flexes freely most of the time, it stiffens to absorb blows as they land, and is incredibly difficult to break. The secrets of its production are known only to the most advanced glitterworld cultures.",BOR/Things/Item/Resource/quasarleather,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,..\Common\Defs\ThingDefs_Items\Tier2\Various\medical.xml,ThingDef,BOR_MedicineII,first kwaed kit,"A kit of advanced ultra-tech medical supplies, probably manufactured on a distant glitterworld. It contains advanced polymorphic drugs, nanite diagnostic and healing assisters, a mini-imager, and various multi-use tools.",BOR/Things/Item/Resource/medicine/medicine2,10,0,0,0,3,1,0,0,0,0,0,0,0,0
114,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\MeleeUltratech.xml,ThingDef,BOR_Longsword,kwazaari sword,"The ancient weapon of kings, the longsword can be used for slashing or stabbing.",Things/Item/Equipment/WeaponMelee/LongSword,0,0,0,0,0,0,75,0,0,0,0,0,0,0
115,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_Autopistol_TII,kwazaari pistol,"An ancient pattern blowback-operated self-loading pistol. It lacks stopping power and range, but is quick to fire.",BOR/Things/Item/Equipment/weaponranged/gen2/pistol,0,0,0,0,0,0,30,0,0,0,2,0,0,0
116,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_Autopistol_TII,kwazaari pistol bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_Shotgun_TII,shotgun kwazaari blast,,Things/Projectile/Bullet_Shotgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_ChainShotgun_TII,kwazaari chain shotgun,"A magazine-fed fully automatic shotgun. It is even shorter-ranged than a typical shotgun, but is extraordinarily dangerous due to burst fire.",BOR/Things/Item/Equipment/weaponranged/gen2/shotgun,0,0,0,0,0,0,70,0,0,0,5,0,0,0
119,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_AssaultRifle_TII,kwazaari assault rifle,"A general-purpose gas-operated assault rifle for field or urban combat. It has good range, decent power, and good accuracy.",BOR/Things/Item/Equipment/weaponranged/gen2/rifle,0,0,0,0,0,0,60,0,0,0,7,0,0,0
120,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_AssaultRifle_TII,assault rifle kwazaari bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_SniperRifle_TII,kwazaari sniper rifle,"An ancient design of precision sniper rifle. Bolt action. It has an exceptionally long range, great accuracy and good power. Because it's so unwieldy, other weapons outclass it at close range.",BOR/Things/Item/Equipment/weaponranged/gen2/sniper,0,0,0,0,0,0,60,0,0,0,8,0,0,0
122,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Bullet_SniperRifle_TII,sniper rifle kwazaari bullet,,Things/Projectile/Bullet_Big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,BOR_Gun_LMG_TII,kwazaari lmg,"A gas-operated light machine gun. While it is somewhat unwieldy and inaccurate, its long bursts of fire are effective against groups of enemies.",BOR/Things/Item/Equipment/weaponranged/gen2/lmg,0,0,0,0,0,0,75,0,0,0,5,0,0,0
124,..\Common\Defs\ThingDefs_Items\Tier2\WeaponRanged\RangedUltratech.xml,ThingDef,Bullet_LMG,LMG bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_armor.xml,ThingDef,BOR_Tenebral_Apparel_FlakVest,tenebral flak vest,"A vest with tenebrite armor plates inserted on the chest and back. While quite effective at deflecting gunshots and stabbing attacks against the chest, it does nothing to protect the limbs.",Things/Pawn/Humanlike/Apparel/FlakVest/FlakVest,0,90,0,1,0,0,0,0,0,0,0,0,0,0
126,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_armor.xml,ThingDef,BOR_Tenebral_Apparel_FlakPants,tenebral flak pants,"A pair of pants with tenebral armor plates sewn in. While it's not as good as solid armor, it offers effective protection against all manner of attacks while remaining quite comfortable.",Things/Pawn/Humanlike/Apparel/FlakPants/FlakPants,0,30,0,1,0,0,60,0,0,0,0,0,0,0
127,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_armor.xml,ThingDef,BOR_Tenebral_Apparel_FlakJacket,tenebral flak jacket,"A tough tenebrite fabric jacket with armor plates sewn in. While it's not as good as solid armor, it offers effective protection against all manner of attacks while remaining quite comfortable.",Things/Pawn/Humanlike/Apparel/FlakJacket/FlakJacket,0,50,0,1,0,0,70,0,0,0,0,0,0,0
128,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_armor.xml,ThingDef,BOR_Tenebral_Apparel_PowerArmor,tenebral marine armor,"A suit of tenebral powered armor. Layered tenebrite-weave plates are very effective at stopping attacks, with few vulnerable joint sections. Neuro-memetic assistors allow a human to wear the armor and still move easily.\n\nArmor like this is often used by rapid-incursion space marines.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_armor.xml,ThingDef,BOR_Tenebral_Apparel_ArmorRecon,tenebral recon armor,"A suit of light partially-powered tenebral armor, designed to permit quick movement. Lightweight tenebrite-weave plates block attacks without compromising mobility, and neuro-memetic assistors in the lower body allow a human to wear the armor and still move easily.\n\nArmor like this is often used by imperial scout troops and glitterworld police forces.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_headgear.xml,ThingDef,BOR_Tenebral_Apparel_PowerArmorHelmet,tenebral marine helmet,"A tenebral marine armor helmet, with a built-in status computer and layered tenebrite-weave plates.\n\nArmor like this is often used by rapid-incursion space marines.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,..\Common\Defs\ThingDefs_Items\Tier3\Armor\apparel_headgear.xml,ThingDef,BOR_Tenebral_Apparel_ArmorHelmetRecon,tenebral recon helmet,A tenebral armored helmet with a built-in status computer and a protective tenebrite-weave plate.\n\nArmor like this is often used by imperial scout troops or glitterworld police forces.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,..\Common\Defs\ThingDefs_Items\Tier3\Drugs\Adreamoline.xml,ThingDef,BOR_Adreamoline,adreamoline,"A synthetic stimulant. adreamoline fills the user's need for rest, allowing them to work for extended periods without getting tired. However, taking adreamoline runs the risk of developing an addiction.\n\nIn the most competitive universities and companies of many worlds, high-achievers are sometimes called 'adreamolines' because of the association with this drug.",BOR/Things/Item/Drugs/Tier3/Sleep,10,1,0,0,0,0,0,0,1,0,0,0,0,0
133,..\Common\Defs\ThingDefs_Items\Tier3\Drugs\Crewmates.xml,ThingDef,BOR_Crewmates,crewmates,"A refined powdery preparation of the Sunweave-based Chemicals drug. When snorted, it produces a rapid euphoric high, dramatically reduces the user's need for rest, and suppresses pain. Like all forms of Sunweavium , it is addictive, though it is not as addictive as the cruder flake.\n\nBecause of its high cost and refined appearance, many cultures associate yayo with degenerate wealth. Whether in the throneroom or the boardroom, many hare-brained policy schemes have been developed during yayo-fueled binge parties.",BOR/Things/Item/Drugs/Tier3/Happy/Happy,0,4,0,0,0,0,0,18,0,0,0,0,0,0
134,..\Common\Defs\ThingDefs_Items\Tier3\Drugs\Gallop.xml,ThingDef,BOR_Gallop,gallop,"A synthetic performance-enhancing drug developed for space marines during the early days of interplanetary warfare. gallop blocks pain, increases movement speed, and improves the user's melee and shooting abilities.\n\nThe military chemists who created it were never able to remove its addictiveness. Some saw this as a downside; others saw it as a benefit.",BOR/Things/Item/Drugs/Tier3/Combat,2,0,0,0,0,0,1,0,1,0,0,0,0,0
135,..\Common\Defs\ThingDefs_Items\Tier3\Drugs\Pax.xml,ThingDef,BOR_Pax,pax,"A drug for preventing infections before they take hold. Blocks malaria, sleeping sickness, plague. Must be taken every five days to remain effective.\n\nThis drug only prevents new infections. It does not cure existing infections - even those that are not yet discovered.",BOR/Things/Item/Drugs/Tier3/Immune,5,0,0,0,0,0,0,0,0,0,0,0,0,0
136,..\Common\Defs\ThingDefs_Items\Tier3\Resources\tenebrite.xml,ThingDef,BOR_Tenebrite,tenebrite crystals,Advanced spacer tech structural material. Plasteel is extremely strong due to its unique molecular structure.,BOR/Things/Item/Resource/tenebrite,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,..\Common\Defs\ThingDefs_Items\Tier3\Resources\tenebrite.xml,ThingDef,BOR_ComponentIII,crystalline joints,"Advanced computing and energy-directing machinery, miniaturized and hardened for the most demanding applications.",BOR/Things/Item/Resource/componentgen3/componentgen3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,..\Common\Defs\ThingDefs_Items\Tier3\Various\medical.xml,ThingDef,BOR_MedicineIII,dark medicine,"A kit of advanced ultra-tech medical supplies, probably manufactured on a distant glitterworld. It contains advanced polymorphic drugs, nanite diagnostic and healing assisters, a mini-imager, and various multi-use tools.",BOR/Things/Item/Resource/medicine/medicine3,10,3,0,0,0,0,0,0,0,1,0,0,0,0
139,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Gun_Autopistol_TIII,tenebral pistol,"An ancient pattern blowback-operated self-loading pistol. It lacks stopping power and range, but is quick to fire.",BOR/Things/Item/Equipment/weaponranged/gen3/pistol,0,30,0,2,0,0,0,0,0,0,0,0,0,0
140,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Bullet_Autopistol_TIII,tenebral pistol bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Bullet_Shotgun_TIII,shotgun tenebral blast,,Things/Projectile/Bullet_Shotgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Gun_ChainShotgun_TIII,tenebral chain shotgun,"A magazine-fed fully automatic shotgun. It is even shorter-ranged than a typical shotgun, but is extraordinarily dangerous due to burst fire.",BOR/Things/Item/Equipment/weaponranged/gen3/shotgun,0,70,0,5,0,0,0,0,0,0,0,0,0,0
143,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Gun_AssaultRifle_TIII,tenebral assault rifle,"A general-purpose gas-operated assault rifle for field or urban combat. It has good range, decent power, and good accuracy.",BOR/Things/Item/Equipment/weaponranged/gen3/rifle,0,60,0,7,0,0,0,0,0,0,0,0,0,0
144,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Bullet_AssaultRifle_TIII,assault rifle tenebral bullet,,Things/Projectile/Bullet_Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Gun_SniperRifle_TIII,tenebral sniper rifle,"An ancient design of precision sniper rifle. Bolt action. It has an exceptionally long range, great accuracy and good power. Because it's so unwieldy, other weapons outclass it at close range.",BOR/Things/Item/Equipment/weaponranged/gen3/sniper,0,60,0,8,0,0,0,0,0,0,0,0,0,0
146,..\Common\Defs\ThingDefs_Items\Tier3\WeaponRanged\RangedArchotech.xml,ThingDef,BOR_Bullet_SniperRifle_TIII,sniper rifle tenebral bullet,,Things/Projectile/Bullet_Big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
